case_id,cse_id,alert_id,created_at,investigation_started_at,closed_at,priority,investigation_summary,evidence_count,closure_reason,root_cause,remediation_status,reviewer_id
CSE-05-CASE-0051,CSE-05,CSE-05-ALT-0051,2026-08-07T05:45:00Z,2026-08-07T05:55:00Z,2026-08-07T07:03:00Z,High,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,2,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-002,Completed,LEAD-REV-01
CSE-05-CASE-0052,CSE-05,CSE-05-ALT-0052,2026-08-05T18:07:00Z,2026-08-05T18:09:00Z,2026-08-05T19:26:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,4,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-003,Completed,LEAD-REV-01
CSE-05-CASE-0053,CSE-05,CSE-05-ALT-0053,2026-08-06T00:24:00Z,2026-08-06T00:27:00Z,2026-08-06T02:20:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,5,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-004,Completed,LEAD-REV-01
CSE-05-CASE-0054,CSE-05,CSE-05-ALT-0054,2026-08-06T23:40:00Z,2026-08-06T23:49:00Z,2026-08-07T00:42:00Z,High,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,5,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-005,Completed,LEAD-REV-01
CSE-05-CASE-0055,CSE-05,CSE-05-ALT-0055,2026-08-05T13:20:00Z,2026-08-05T13:30:00Z,2026-08-05T14:57:00Z,Critical,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,4,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-001,Completed,LEAD-REV-01
CSE-05-CASE-0056,CSE-05,CSE-05-ALT-0056,2026-08-16T12:12:00Z,2026-08-16T12:21:00Z,2026-08-16T13:41:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,5,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-002,Completed,LEAD-REV-01
CSE-05-CASE-0057,CSE-05,CSE-05-ALT-0057,2026-08-22T23:26:00Z,2026-08-22T23:34:00Z,2026-08-23T01:02:00Z,High,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,2,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-003,Completed,LEAD-REV-01
CSE-05-CASE-0058,CSE-05,CSE-05-ALT-0058,2026-08-01T15:18:00Z,2026-08-01T15:22:00Z,2026-08-01T16:33:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,4,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-004,Completed,LEAD-REV-01
CSE-05-CASE-0059,CSE-05,CSE-05-ALT-0059,2026-08-25T22:36:00Z,2026-08-25T22:45:00Z,2026-08-26T00:19:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,2,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-005,Completed,LEAD-REV-01
CSE-05-CASE-0060,CSE-05,CSE-05-ALT-0060,2026-08-04T16:49:00Z,2026-08-04T16:58:00Z,2026-08-04T18:15:00Z,Critical,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,5,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-001,Completed,LEAD-REV-01
CSE-06-CASE-0001,CSE-06,CSE-06-ALT-0001,2026-08-23T19:55:00Z,2026-08-23T20:02:00Z,2026-08-23T21:53:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-06-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-002,Completed,LEAD-REV-01
CSE-06-CASE-0002,CSE-06,CSE-06-ALT-0002,2026-08-27T14:51:00Z,2026-08-27T14:57:00Z,2026-08-27T16:43:00Z,Medium,"Investigated suspicious Malware activity on CSE-06-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-003,Completed,LEAD-REV-01
CSE-06-CASE-0003,CSE-06,CSE-06-ALT-0003,2026-08-18T13:20:00Z,2026-08-18T13:25:00Z,2026-08-18T14:37:00Z,High,"Investigated suspicious Reconnaissance activity on CSE-06-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-004,Completed,LEAD-REV-01
CSE-06-CASE-0004,CSE-06,CSE-06-ALT-0004,2026-08-30T05:52:00Z,2026-08-30T05:59:00Z,2026-08-30T06:49:00Z,Medium,"Investigated suspicious Malware activity on CSE-06-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-005,Completed,LEAD-REV-01
CSE-06-CASE-0005,CSE-06,CSE-06-ALT-0005,2026-08-06T06:55:00Z,2026-08-06T06:58:00Z,2026-08-06T08:06:00Z,Critical,"Investigated suspicious Identity/Credential Access activity on CSE-06-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-001,None,LEAD-REV-01
CSE-06-CASE-0006,CSE-06,CSE-06-ALT-0006,2026-08-26T05:25:00Z,2026-08-26T05:35:00Z,2026-08-26T06:23:00Z,High,"Investigated suspicious Data Exfiltration activity on CSE-06-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-002,Completed,LEAD-REV-01
CSE-06-CASE-0007,CSE-06,CSE-06-ALT-0007,2026-08-14T20:28:00Z,2026-08-14T20:35:00Z,2026-08-14T21:19:00Z,Medium,"Investigated suspicious Malware activity on CSE-06-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-003,Completed,LEAD-REV-01
CSE-06-CASE-0008,CSE-06,CSE-06-ALT-0008,2026-08-29T19:29:00Z,2026-08-29T19:39:00Z,2026-08-29T20:50:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-06-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-004,Completed,LEAD-REV-01
CSE-06-CASE-0009,CSE-06,CSE-06-ALT-0009,2026-08-16T04:42:00Z,2026-08-16T04:44:00Z,2026-08-16T06:07:00Z,High,"Investigated suspicious Reconnaissance activity on CSE-06-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-005,Completed,LEAD-REV-01
CSE-06-CASE-0010,CSE-06,CSE-06-ALT-0010,2026-08-14T14:31:00Z,2026-08-14T14:36:00Z,2026-08-14T15:52:00Z,Critical,"Investigated suspicious Lateral Movement activity on CSE-06-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-001,None,LEAD-REV-01
CSE-06-CASE-0011,CSE-06,CSE-06-ALT-0011,2026-08-28T23:50:00Z,2026-08-28T23:51:00Z,2026-08-29T00:36:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-06-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-002,Completed,LEAD-REV-01
CSE-06-CASE-0012,CSE-06,CSE-06-ALT-0012,2026-08-04T13:28:00Z,2026-08-04T13:35:00Z,2026-08-04T14:08:00Z,High,"Investigated suspicious Data Exfiltration activity on CSE-06-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-003,Completed,LEAD-REV-01
CSE-06-CASE-0013,CSE-06,CSE-06-ALT-0013,2026-08-10T13:55:00Z,2026-08-10T14:01:00Z,2026-08-10T14:46:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-06-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-004,Completed,LEAD-REV-01
CSE-06-CASE-0014,CSE-06,CSE-06-ALT-0014,2026-08-23T04:10:00Z,2026-08-23T04:15:00Z,2026-08-23T05:40:00Z,Medium,"Investigated suspicious Malware activity on CSE-06-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-005,Completed,LEAD-REV-01
CSE-06-CASE-0015,CSE-06,CSE-06-ALT-0015,2026-08-21T10:45:00Z,2026-08-21T10:49:00Z,2026-08-21T11:25:00Z,Critical,"Investigated suspicious Malware activity on CSE-06-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-001,None,LEAD-REV-01
CSE-06-CASE-0016,CSE-06,CSE-06-ALT-0016,2026-08-19T15:33:00Z,2026-08-19T15:34:00Z,2026-08-19T17:09:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-06-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-002,Completed,LEAD-REV-01
CSE-06-CASE-0017,CSE-06,CSE-06-ALT-0017,2026-08-28T21:44:00Z,2026-08-28T21:46:00Z,2026-08-28T23:25:00Z,Medium,"Investigated suspicious Identity/Credential Access activity on CSE-06-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-003,Completed,LEAD-REV-01
CSE-06-CASE-0018,CSE-06,CSE-06-ALT-0018,2026-08-24T11:06:00Z,2026-08-24T11:11:00Z,2026-08-24T12:33:00Z,High,"Investigated suspicious Lateral Movement activity on CSE-06-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-004,Completed,LEAD-REV-01
CSE-06-CASE-0019,CSE-06,CSE-06-ALT-0019,2026-08-22T05:09:00Z,2026-08-22T05:19:00Z,2026-08-22T06:56:00Z,Medium,"Investigated suspicious Malware activity on CSE-06-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-005,Completed,LEAD-REV-01
CSE-06-CASE-0020,CSE-06,CSE-06-ALT-0020,2026-08-13T07:13:00Z,2026-08-13T07:20:00Z,2026-08-13T08:12:00Z,Critical,"Investigated suspicious Reconnaissance activity on CSE-06-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-001,None,LEAD-REV-01
CSE-06-CASE-0021,CSE-06,CSE-06-ALT-0021,2026-08-03T11:08:00Z,2026-08-03T11:18:00Z,2026-08-03T12:03:00Z,High,"Investigated suspicious Denial of Service activity on CSE-06-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-002,Completed,LEAD-REV-01
CSE-06-CASE-0022,CSE-06,CSE-06-ALT-0022,2026-08-14T18:50:00Z,2026-08-14T18:55:00Z,2026-08-14T20:01:00Z,Medium,"Investigated suspicious Identity/Credential Access activity on CSE-06-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-003,Completed,LEAD-REV-01
CSE-06-CASE-0023,CSE-06,CSE-06-ALT-0023,2026-08-19T03:38:00Z,2026-08-19T03:43:00Z,2026-08-19T05:35:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-06-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-004,Completed,LEAD-REV-01
CSE-06-CASE-0024,CSE-06,CSE-06-ALT-0024,2026-08-29T17:13:00Z,2026-08-29T17:22:00Z,2026-08-29T19:10:00Z,High,"Investigated suspicious Privilege Escalation activity on CSE-06-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-005,Completed,LEAD-REV-01
CSE-06-CASE-0025,CSE-06,CSE-06-ALT-0025,2026-08-21T09:50:00Z,2026-08-21T09:58:00Z,2026-08-21T11:00:00Z,Critical,"Investigated suspicious Denial of Service activity on CSE-06-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-001,None,LEAD-REV-01
CSE-06-CASE-0026,CSE-06,CSE-06-ALT-0026,2026-08-17T04:38:00Z,2026-08-17T04:39:00Z,2026-08-17T06:25:00Z,Medium,"Investigated suspicious Malware activity on CSE-06-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-002,Completed,LEAD-REV-01
CSE-06-CASE-0027,CSE-06,CSE-06-ALT-0027,2026-08-14T02:26:00Z,2026-08-14T02:29:00Z,2026-08-14T04:15:00Z,High,"Investigated suspicious Lateral Movement activity on CSE-06-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-003,Completed,LEAD-REV-01
CSE-06-CASE-0028,CSE-06,CSE-06-ALT-0028,2026-08-19T10:00:00Z,2026-08-19T10:01:00Z,2026-08-19T11:07:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-06-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-004,Completed,LEAD-REV-01
CSE-06-CASE-0029,CSE-06,CSE-06-ALT-0029,2026-08-11T04:45:00Z,2026-08-11T04:52:00Z,2026-08-11T06:18:00Z,Medium,"Investigated suspicious Privilege Escalation activity on CSE-06-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-005,Completed,LEAD-REV-01
CSE-06-CASE-0030,CSE-06,CSE-06-ALT-0030,2026-08-22T01:34:00Z,2026-08-22T01:39:00Z,2026-08-22T02:33:00Z,Critical,"Investigated suspicious Privilege Escalation activity on CSE-06-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-06-AST-001,None,LEAD-REV-01
